Meeting ID,Minister,Role,Department,Start Date,End Date,Organization,Representative,Reason,Hospitality?
341,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-02-17,2016-02-17,BAE Systems,,Dinner in Singapore,1
342,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-01-06,2016-01-06,BAE Systems,,Discuss Defence Issues,0
343,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-02-08,2016-02-08,BAE Systems,,Discuss Defence Issues,0
344,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-02-11,2016-01-06,BAE Systems,,Discuss Defence Issues,0
345,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-03-02,2016-01-06,BAE Systems,,Discuss Defence Issues,0
346,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-03-04,2016-01-06,BAE Systems,,Discuss Defence Issues,0
347,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-03-15,2016-01-06,BAE Systems,,Discuss Defence Issues,0
348,Rt Hon Michael Fallon MP,Secretary of State for Defence,Ministry of Defence,2016-01,2016-01,BAE Systems,,To discuss defence issues,0
349,Rt Hon Michael Fallon MP,Secretary of State for Defence,Ministry of Defence,2016-02,2016-02,BAE Systems,,To discuss defence issues,0
350,Rt Hon Michael Fallon MP,Secretary of State for Defence,Ministry of Defence,2016-03,2016-03,BAE Systems,,To discuss defence issues,0
351,Nick Gibb MP,Minister of State for Schools,Department for Education,2016-05,2016-05,BAE Systems,,Apprenticeships and STEM,0
352,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-04-20,2016-04-20,BAE Systems,,Dinner - Malaysia,1
353,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-04-21,2016-04-21,BAE Systems,,Dinner - Malaysia,1
354,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-05-30,2016-05-30,BAE Systems,,Dinner - Qatar,1
355,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-05-31,2016-05-31,BAE Systems,,Coffee - Qatar,1
356,Rt Hon Michael Fallon MP,Secretary of State for Defence,Ministry of Defence,2016-04-29,2016-04-29,BAE Systems,Ian King,To discuss progress of Project Advance,0
356,Rt Hon Michael Fallon MP,Secretary of State for Defence,Ministry of Defence,2016-04-29,2016-04-29,BAE Systems,Warren East,To discuss progress of Project Advance,0
357,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-04-11,2016-04-11,BAE Systems,,Discuss Defence Issues,0
358,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-04-12,2016-04-12,BAE Systems,,Discuss Defence Issues,0
359,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-04-26,2016-04-26,BAE Systems,,Discuss Defence Issues,0
360,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-04-29,2016-04-29,BAE Systems,,Discuss Defence Issues,0
361,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-05-10,2016-05-10,BAE Systems,,Discuss Defence Issues,0
362,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-05-11,2016-05-11,BAE Systems,,Discuss Defence Issues,0
363,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-05-24,2016-05-24,BAE Systems,,Discuss Defence Issues,0
364,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2016-06-28,2016-06-28,BAE Systems,,Discuss Defence Issues,0
365,Sir Jeremy Heywood,Head of the Home Civil Service,Cabinet Office,2016-04-05,2016-04-05,BAE Systems,,Discussion on Nuclear Defence / Industrial Issues,0
366,Sir Gus O'Donnell,Permanent Secretary,Cabinet Office,2011-10,2011-10,BAE Systems,,General discussion,0
367,Sir Peter Ricketts,United Kingdom National Security Advisor,Cabinet Office,2011-10,2011-10,BAE Systems,,Discussion on defence exports,0
368,Jeremy Heywood,Downing Street Permanent Secretary,Cabinet Office,2011-11,2011-11,BAE Systems,,Defence Issues,0
369,Jeremy Heywood,Downing Street Permanent Secretary,Cabinet Office,2011-05,2011-05,BAE Systems,,Defence Issues,0
370,Gerald Howarth MP,Minister for International Security Strategy,Ministry of Defence,2012-07,2012-07,BAE Systems,,Routine,0
371,Peter Luff MP,Minister for Defence Equipment Support and Technology,Ministry of Defence,2012-07,2012-07,BAE Systems,,Routine Meeting,0
372,Peter Luff MP,Minister for Defence Equipment Support and Technology,Ministry of Defence,2012-08,2012-08,BAE Systems,,Company Site Visit (BAE Systems Advanced Technology Centre),0
373,Philip Dunne,Minister for Defence Equipment Support and Technology,Ministry of Defence,2012-09,2012-09,BAE Systems,,Introductory Meeting,0
374,Mr Tom Mckane,Acting Permanent Secretary,Ministry of Defence,2012-07,2012-07,BAE Systems,,Routine Meeting,0
375,Mr Bernard Gray,Chief of Defence Material (Ministry of Defence),Ministry of Defence,2012-07,2012-07,BAE Systems,,Routine Meeting,0
376,Mr Bernard Gray,Chief of Defence Material (Ministry of Defence),Ministry of Defence,2012-07,2012-07,BAE Systems,,Routine Meeting,0
377,Mr Bernard Gray,Chief of Defence Material (Ministry of Defence),Ministry of Defence,2012-09,2012-09,BAE Systems,,Routine Meeting,0
378,General Sir Nicholas Houghton,Vice Chief of Defence Staff,Ministry of Defence,2012-08,2012-08,BAE Systems,,Dinner Meeting,0
379,General Sir Peter Wall,Chief of the General Staff,Ministry of Defence,2012-07,2012-07,BAE Systems,,No Reason Given,0
380,Sir Stephen Dalton,Chief of the Air Staff,Ministry of Defence,2012-08,2012-08,BAE Systems,,Routine Meeting,0
381,Sir Stephen Dalton,Chief of the Air Staff,Ministry of Defence,2012-08,2012-08,BAE Systems,,Routine Meeting,0
382,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-07,2012-07,BAE Submarines,,Visit to Barrow including Routine Meeting,0
383,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-07,2012-07,BAE Systems,,Portfolio Negotiations,0
384,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-07,2012-07,BAE Systems,,Visit to BAES Govan & Scotstoun,0
385,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-09,2012-09,BAE Systems,,Portfolio Negotiations,0
386,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-09,2012-09,BAE Systems,,Portfolio Negotiations,0
387,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-09,2012-09,BAE Systems,,Submarine Enterprise Sponsor Board,0
387,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-09,2012-09,Babcock,,Submarine Enterprise Sponsor Board,0
387,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-09,2012-09,Rolls Royce,,Submarine Enterprise Sponsor Board,0
388,Andrew Mathews,DES CofM Fleet-COM Fleet,Ministry of Defence,2012-09,2012-09,BAE Systems,,Portfolio Negotiations,0
389,Peter Worrall SCS3,DES CofM JE-COM JE,Ministry of Defence,2012-07,2012-07,BAE Systems,,Cyber capabilities discussion,0
390,Lt Gen Chris Deverell,CofM Land-COM Land,Ministry of Defence,2012-08,2012-08,BAE Systems,,General Meeting,0
391,Lt Gen Chris Deverell,CofM Land-COM Land,Ministry of Defence,2012-09,2012-09,BAE Systems,,General Meeting,0
392,Hayden Allan,Special Advisor,Ministry of Defence,2012-07-13,2012-07-13,BAE Systems,,Farnborough Airshow - Lunch & entrance,1
392,Hayden Allan,Special Advisor,Ministry of Defence,2012-07-13,2012-07-13,EADS,,Farnborough Airshow - Lunch & entrance,1
393,Jeremy Heywood,Downing Street Permanent Secretary,Cabinet Office,2012-01,2012-01,BAE Systems,,General discussion,0
394,Jeremy Heywood,Downing Street Permanent Secretary,Cabinet Office,2012-03,2012-03,BAE Systems,,Discussion on defence and engineering,0
395,Kim Darroch,United Kingdom National Security Advisor,Cabinet Office,2012-05,2012-05,BAE Systems,,Discussion on Typhoon,0
396,Kim Darroch,United Kingdom National Security Advisor,Cabinet Office,2012-09,2012-09,BAE Systems,,Typhoon,0
397,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-03,2011-03,BAE Systems,,Engineering,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,BT,,To discuss security issues,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,Symantec,,To discuss security issues,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,Barclays,,To discuss security issues,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,Centrica,,To discuss security issues,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,BAE Systems,,To discuss security issues,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,HSBC,,To discuss security issues,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,BA,,To discuss security issues,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,Thales,,To discuss security issues,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,National Grid,,To discuss security issues,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,PricewaterhouseCoopers,,To discuss security issues,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,Vodafone,,To discuss security issues,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,Tesco,,To discuss security issues,0
398,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-02,2011-02,Glaxosmithkline,,To discuss security issues,0
399,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-05,2011-05,Burberry,,To discuss business issues,0
399,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-05,2011-05,Climate Change Capital,,To discuss business issues,0
399,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-05,2011-05,Arup,,To discuss business issues,0
399,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-05,2011-05,Dyson,,To discuss business issues,0
399,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-05,2011-05,J Sainsbury,,To discuss business issues,0
399,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-05,2011-05,BAE Systems,,To discuss business issues,0
399,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-05,2011-05,BT,,To discuss business issues,0
399,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-05,2011-05,John Lewis,,To discuss business issues,0
399,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-05,2011-05,Diageo,,To discuss business issues,0
399,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-05,2011-05,Glaxosmithkline,,To discuss business issues,0
399,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-05,2011-05,FSB,,To discuss business issues,0
399,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-05,2011-05,3i,,To discuss business issues,0
400,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-01,2012-01,BAE Systems,,Defence discussion,0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,Burberry,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,Climate Change Capital,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,Centrica,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,CBI,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,Arup,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,Dyson,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,BAE Systems,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,3i,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,BT,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,John Lewis,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,Glaxosmithkline,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,J Sainsbury,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,WPP,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,Diageo,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,TalkTalk,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,Airbus,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,Alliance Trust,,Business meeting (Business Advisory Group),0
401,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-02,2012-02,FSB,,Business meeting (Business Advisory Group),0
402,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2012-01,2012-01,BAE Systems,,Defence discussion,0
403,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-09,2011-09,BAE Systems,,Queen Elizabeth Prize for Engineering,0
403,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-09,2011-09,BG,,Queen Elizabeth Prize for Engineering,0
403,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-09,2011-09,BP,,Queen Elizabeth Prize for Engineering,0
403,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-09,2011-09,Glaxosmithkline,,Queen Elizabeth Prize for Engineering,0
403,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-09,2011-09,Jaguar Land Rover,,Queen Elizabeth Prize for Engineering,0
403,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-09,2011-09,National Grid,,Queen Elizabeth Prize for Engineering,0
403,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-09,2011-09,Shell,,Queen Elizabeth Prize for Engineering,0
403,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-09,2011-09,Siemens,,Queen Elizabeth Prize for Engineering,0
403,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-09,2011-09,Sony,,Queen Elizabeth Prize for Engineering,0
403,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-09,2011-09,TCS,,Queen Elizabeth Prize for Engineering,0
403,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-09,2011-09,Royal Academy of Engineering,,Queen Elizabeth Prize for Engineering,0
403,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2011-09,2011-09,Tata Steel,,Queen Elizabeth Prize for Engineering,0
404,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2011-10,2011-10,BAE Systems,,To discuss corporate governance within BAES,0
405,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-04,2012-04,BAE Systems,,General discussion,0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,Climate Change Capital,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,Centrica,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,CBI,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,Arup,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,Dyson,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,BAE Systems,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,3i,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,BT,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,John Lewis,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,J Sainsbury,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,WPP,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,Diageo,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,TalkTalk,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,Airbus,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,Prudential,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,Alliance Trust,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,FSB,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,Premier Farnell,,Business meeting (Business Advisory Group),0
406,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-05,2012-05,Sony,,Business meeting (Business Advisory Group),0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,BAE Systems,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,Cambridge University,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,UK Atomic Energy Authority,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,McLaren,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,Oxford University,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,BP,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,Amadeus Capital Partners,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,McLaren,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,Oxford University,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,Cambridge University,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,Imperial College,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,Kavli Royal Society International Centre,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,Manchester University,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,Intrinsiq Materials Limited,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,Sheffield University,,"Discussion on Advanced Materials, research and industrial exploitation",0
407,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2012-08,2012-08,Thomas Swan & Co Limited,,"Discussion on Advanced Materials, research and industrial exploitation",0
408,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-09,2012-09,BAE Mission Systems,,Defence industry issues (lunch provided),0
408,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-09,2012-09,Inter-Tec,,Defence industry issues (lunch provided),0
408,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-09,2012-09,Goodrich,,Defence industry issues (lunch provided),0
408,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-09,2012-09,SELEX Galileo,,Defence industry issues (lunch provided),0
408,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-09,2012-09,Spirit AeroSystems,,Defence industry issues (lunch provided),0
408,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-09,2012-09,BAE Regional Aircraft,,Defence industry issues (lunch provided),0
408,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-09,2012-09,Vector Aerospace,,Defence industry issues (lunch provided),0
408,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-09,2012-09,Thales,,Defence industry issues (lunch provided),0
408,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-09,2012-09,ADS Group,,Defence industry issues (lunch provided),0
409,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-04,2014-04,Burberry,,Business Advisory Group Meeting,0
409,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-04,2014-04,BAE Systems,,Business Advisory Group Meeting,0
409,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-04,2014-04,Vodafone,,Business Advisory Group Meeting,0
409,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-04,2014-04,Dyson,,Business Advisory Group Meeting,0
409,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-04,2014-04,Alliance Trust,,Business Advisory Group Meeting,0
409,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-04,2014-04,Thomas Cook,,Business Advisory Group Meeting,0
409,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-04,2014-04,TalkTalk,,Business Advisory Group Meeting,0
409,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-04,2014-04,CBI,,Business Advisory Group Meeting,0
409,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-04,2014-04,All3Media,,Business Advisory Group Meeting,0
409,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-04,2014-04,Jaguar Land Rover,,Business Advisory Group Meeting,0
409,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-04,2014-04,John Lewis,,Business Advisory Group Meeting,0
409,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-04,2014-04,Glaxosmithkline,,Business Advisory Group Meeting,0
410,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-06,2014-06,Rio Tinto,,Meeting with Multi National Chairmen's Group to discuss business issues,0
410,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-06,2014-06,BAE Systems,,Meeting with Multi National Chairmen's Group to discuss business issues,0
410,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-06,2014-06,BP,,Meeting with Multi National Chairmen's Group to discuss business issues,0
410,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-06,2014-06,British American Tobacco,,Meeting with Multi National Chairmen's Group to discuss business issues,0
410,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-06,2014-06,HSBC,,Meeting with Multi National Chairmen's Group to discuss business issues,0
410,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-06,2014-06,Astra Zeneca,,Meeting with Multi National Chairmen's Group to discuss business issues,0
410,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-06,2014-06,Vodafone,,Meeting with Multi National Chairmen's Group to discuss business issues,0
410,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-06,2014-06,Royal Dutch Shell plc,,Meeting with Multi National Chairmen's Group to discuss business issues,0
410,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-06,2014-06,Glaxosmithkline,,Meeting with Multi National Chairmen's Group to discuss business issues,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Alliance Boots,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Asda (WalMart),,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,ASOS,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Dairy Crest ,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Coca Cola,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Home Retail Group,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,John Lewis,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Kingfisher plc,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Marks and Spencer,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,McDonald's,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Morrisons,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Pentland group,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Pepsico,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,J Sainsbury,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Starbucks,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Tesco,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Barclays,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,HSBC,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Lloyds Banking,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Deloitte,,No10 Reception,0
